train_no,journey_date,station_seq,station_code,delay_min,reporting_lag_min,scheduled_count
12952,2025-12-03,2,ALJN,23.8,0,7
12952,2025-12-03,3,TDL,25.6,0,15
12952,2025-12-03,4,CNB,35.1,0,2
12952,2025-12-03,5,PRYJ,43.7,0,3
12952,2025-12-03,6,DDU,47.3,31,12
12952,2025-12-03,7,PNBE,45.5,0,12
12952,2025-12-03,8,HWH,46.0,0,3
12952,2025-12-03,9,BCT,42.5,0,6
12952,2025-12-03,10,BRC,39.9,0,2
12863,2025-12-10,1,GZB,0.0,29,5
12863,2025-12-10,2,ALJN,2.5,0,14
12863,2025-12-10,3,TDL,2.6,0,7
12863,2025-12-10,4,CNB,6.3,0,4
12863,2025-12-10,5,PRYJ,6.3,0,13
12863,2025-12-10,6,DDU,10.8,0,17
12863,2025-12-10,7,PNBE,14.6,0,6
12863,2025-12-10,8,HWH,18.1,5,17
12863,2025-12-10,9,BCT,23.0,0,7
12863,2025-12-10,10,BRC,21.0,0,9
12863,2025-12-10,11,RTM,22.9,0,11
12863,2025-12-10,12,KOTA,23.6,0,10
12863,2025-12-10,13,MAS,24.1,0,15
12863,2025-12-10,14,SBC,25.4,26,5
12925,2025-12-10,1,GZB,40.9,20,6
12925,2025-12-10,2,ALJN,41.2,12,3
12925,2025-12-10,3,TDL,36.6,0,17
12925,2025-12-10,4,CNB,42.3,6,13
12925,2025-12-10,5,PRYJ,50.7,19,4
12925,2025-12-10,6,DDU,59.4,0,3
12925,2025-12-10,7,PNBE,64.5,0,11
12925,2025-12-10,8,HWH,66.3,0,10
12925,2025-12-10,9,BCT,65.0,0,9
12925,2025-12-10,10,BRC,61.4,0,13
12925,2025-12-10,11,RTM,65.4,6,13
12925,2025-12-10,12,KOTA,66.0,11,6
12925,2025-12-10,13,MAS,67.5,12,2
12925,2025-12-10,14,SBC,62.7,0,4
12925,2025-12-10,15,NDLS,63.3,0,15
12925,2025-12-10,16,GZB,67.2,33,16
12925,2025-12-10,17,ALJN,68.4,8,17
12925,2025-12-10,18,TDL,69.5,28,13
12925,2025-12-10,19,CNB,68.0,7,8
12925,2025-12-10,20,PRYJ,74.9,0,6
12801,2025-11-10,1,GZB,0.0,0,12
12801,2025-11-10,2,ALJN,0.0,0,9
12801,2025-11-10,3,TDL,0.0,0,6
12801,2025-11-10,4,CNB,0.0,0,10
12801,2025-11-10,5,PRYJ,0.0,0,9
12801,2025-11-10,6,DDU,0.0,0,5
12801,2025-11-10,7,PNBE,0.0,0,7
12801,2025-11-10,8,HWH,0.0,31,6
12801,2025-11-10,9,BCT,0.0,0,8
12801,2025-11-10,10,BRC,0.0,0,2
12801,2025-11-10,11,RTM,0.0,0,17
12801,2025-11-10,12,KOTA,0.0,0,10
12801,2025-11-10,13,MAS,0.0,31,17
12801,2025-11-10,14,SBC,0.0,0,5
12801,2025-11-10,15,NDLS,0.0,0,8
12801,2025-11-10,16,GZB,0.0,0,7
12801,2025-11-10,17,ALJN,0.0,0,11
12801,2025-11-10,18,TDL,0.0,0,5
12801,2025-11-10,19,CNB,0.0,0,12
12801,2025-11-10,20,PRYJ,0.0,0,16
12801,2025-11-10,21,DDU,0.0,0,2
12801,2025-11-10,22,PNBE,8.3,0,12
12801,2025-11-11,1,GZB,0.0,0,14
12801,2025-11-11,2,ALJN,0.0,0,6
12801,2025-11-11,3,TDL,0.0,0,14
12801,2025-11-11,4,CNB,2.0,0,12
12801,2025-11-11,5,PRYJ,0.0,25,11
12801,2025-11-11,6,DDU,0.2,0,16
12801,2025-11-11,7,PNBE,3.7,0,5
12801,2025-11-11,8,HWH,4.6,27,8
12801,2025-11-11,9,BCT,6.3,0,6
12801,2025-11-11,10,BRC,8.2,0,17
12801,2025-11-11,11,RTM,17.9,0,10
12801,2025-11-11,12,KOTA,21.7,0,16
12801,2025-11-11,13,MAS,15.2,0,13
12801,2025-11-11,14,SBC,17.9,0,16
12801,2025-11-11,15,NDLS,22.6,28,13
12801,2025-11-11,16,GZB,23.7,0,2
12801,2025-11-11,17,ALJN,21.8,0,5
12953,2025-10-31,1,GZB,8.6,0,16
12953,2025-10-31,2,ALJN,14.6,0,14
12953,2025-10-31,3,TDL,13.6,0,9
12953,2025-10-31,4,CNB,17.1,15,9
12953,2025-10-31,5,PRYJ,21.1,14,15
12953,2025-10-31,6,DDU,27.5,33,3
12953,2025-10-31,7,PNBE,20.7,18,8
12953,2025-10-31,8,HWH,25.9,14,12
12953,2025-10-31,9,BCT,32.3,29,3
12953,2025-10-31,10,BRC,35.7,17,16
12953,2025-10-31,11,RTM,39.4,0,10
12953,2025-10-31,12,KOTA,37.6,0,2
12953,2025-10-31,13,MAS,39.2,0,13
12807,2025-10-29,1,GZB,0.0,0,8
12807,2025-10-29,2,ALJN,0.8,0,16
12807,2025-10-29,3,TDL,1.9,16,6
12807,2025-10-29,4,CNB,0.0,0,8
12807,2025-10-29,5,PRYJ,0.0,18,6
12807,2025-10-29,6,DDU,0.0,28,14
12807,2025-10-29,7,PNBE,0.0,0,5
12807,2025-10-29,8,HWH,0.0,17,17
12807,2025-10-29,9,BCT,0.0,0,13
12807,2025-10-29,10,BRC,0.0,0,8
12807,2025-10-29,11,RTM,0.0,23,17
12807,2025-10-29,12,KOTA,0.0,0,5
12807,2025-10-29,13,MAS,0.0,0,5
12807,2025-10-29,14,SBC,0.0,0,2
12807,2025-10-08,1,GZB,1.0,0,9
12807,2025-10-08,2,ALJN,0.0,0,12
12807,2025-10-08,3,TDL,11.4,0,10
12807,2025-10-08,4,CNB,10.6,0,6
12807,2025-10-08,5,PRYJ,18.8,0,12
12807,2025-10-08,6,DDU,20.8,33,17
12807,2025-10-08,7,PNBE,23.5,28,15
12807,2025-10-08,8,HWH,24.4,0,5
12807,2025-10-08,9,BCT,33.2,0,13
12807,2025-10-08,10,BRC,37.9,0,12
12807,2025-10-08,11,RTM,43.3,25,3
12616,2025-10-28,1,GZB,0.0,14,16
12616,2025-10-28,2,ALJN,0.0,0,17
12616,2025-10-28,3,TDL,0.0,0,5
12616,2025-10-28,4,CNB,0.0,0,5
12616,2025-10-28,5,PRYJ,0.0,0,11
12616,2025-10-28,6,DDU,1.5,18,16
12616,2025-10-28,7,PNBE,8.2,0,14
12616,2025-10-28,8,HWH,11.2,0,7
12616,2025-10-28,9,BCT,4.3,0,15
12616,2025-10-28,10,BRC,10.7,9,14
12616,2025-10-28,11,RTM,11.0,0,10
12616,2025-10-28,12,KOTA,15.4,14,6
12616,2025-10-28,13,MAS,23.0,33,9
12616,2025-10-28,14,SBC,27.1,0,5
12616,2025-10-28,15,NDLS,32.1,33,10
12616,2025-10-28,16,GZB,32.9,0,14
12616,2025-10-28,17,ALJN,31.2,0,10
12616,2025-10-28,18,TDL,33.4,0,17
12616,2025-10-28,19,CNB,37.4,12,16
12616,2025-10-28,20,PRYJ,34.7,26,8
12616,2025-10-28,21,DDU,36.9,0,4
22416,2025-11-29,1,GZB,21.6,28,13
22416,2025-11-29,2,ALJN,26.4,30,5
22416,2025-11-29,3,TDL,32.5,0,9
22416,2025-11-29,4,CNB,36.9,0,10
22416,2025-11-29,5,PRYJ,36.7,0,8
22416,2025-11-29,6,DDU,45.4,0,15
22416,2025-11-29,7,PNBE,50.9,0,2
22416,2025-11-29,8,HWH,47.7,0,3
22416,2025-11-29,9,BCT,48.7,0,8
22416,2025-11-29,10,BRC,53.1,0,8
12137,2025-10-05,1,GZB,12.8,0,5
12137,2025-10-05,2,ALJN,10.1,0,4
12137,2025-10-05,3,TDL,10.8,0,6
12137,2025-10-05,4,CNB,20.7,21,3
12137,2025-10-05,5,PRYJ,23.8,0,12
12137,2025-10-05,6,DDU,20.2,0,8
12137,2025-10-05,7,PNBE,28.1,0,8
12137,2025-10-05,8,HWH,30.0,34,11
12137,2025-10-05,9,BCT,33.2,0,17
12137,2025-10-05,10,BRC,35.3,0,7
12137,2025-10-05,11,RTM,46.0,0,13
12137,2025-10-05,12,KOTA,47.3,0,16
12137,2025-10-05,13,MAS,47.1,15,11
12137,2025-10-05,14,SBC,47.6,0,7
12925,2025-12-10,1,GZB,4.3,0,7
12925,2025-12-10,2,ALJN,5.2,0,4
12925,2025-12-10,3,TDL,10.8,0,10
12925,2025-12-10,4,CNB,15.3,0,5
12925,2025-12-10,5,PRYJ,14.3,0,3
12925,2025-12-10,6,DDU,10.5,0,5
12925,2025-12-10,7,PNBE,11.2,0,8
12925,2025-12-10,8,HWH,11.1,0,9
12925,2025-12-10,9,BCT,13.7,0,14
12925,2025-12-10,10,BRC,14.7,0,16
12925,2025-12-10,11,RTM,13.7,0,5
12925,2025-12-10,12,KOTA,16.4,0,17
12925,2025-12-10,13,MAS,16.9,0,17
12925,2025-12-10,14,SBC,18.0,28,7
12925,2025-12-10,15,NDLS,14.3,0,7
12925,2025-12-10,16,GZB,22.8,0,14
12925,2025-12-10,17,ALJN,21.3,17,14
12925,2025-12-10,18,TDL,19.2,8,11
12925,2025-12-10,19,CNB,18.6,0,9
12925,2025-12-10,20,PRYJ,17.8,0,13
12925,2025-12-10,21,DDU,13.1,0,4
12925,2025-12-10,22,PNBE,11.8,0,6
12423,2025-12-26,1,GZB,14.4,29,16
12423,2025-12-26,2,ALJN,11.3,0,2
12423,2025-12-26,3,TDL,12.3,0,9
12423,2025-12-26,4,CNB,13.2,0,9
12423,2025-12-26,5,PRYJ,14.7,0,8
12423,2025-12-26,6,DDU,21.4,0,17
12423,2025-12-26,7,PNBE,26.1,15,16
12423,2025-12-26,8,HWH,28.2,0,7
12423,2025-12-26,9,BCT,30.6,34,11
12423,2025-12-26,10,BRC,32.2,0,5
12423,2025-12-26,11,RTM,31.9,0,9
12423,2025-12-26,12,KOTA,34.7,0,17
12423,2025-12-26,13,MAS,31.8,0,5
12423,2025-12-26,14,SBC,34.6,0,14
12423,2025-12-26,15,NDLS,33.1,0,8
12423,2025-12-26,16,GZB,38.3,13,17
12423,2025-12-26,17,ALJN,42.8,0,12
12952,2025-11-26,1,GZB,3.8,0,16
12952,2025-11-26,2,ALJN,9.2,0,11
12952,2025-11-26,3,TDL,12.3,0,12
12952,2025-11-26,4,CNB,21.8,0,16
12952,2025-11-26,5,PRYJ,22.5,0,16
12952,2025-11-26,6,DDU,24.9,0,16
12952,2025-11-26,7,PNBE,27.1,31,12
12952,2025-11-26,8,HWH,29.5,0,12
12952,2025-11-26,9,BCT,31.7,0,7
12952,2025-11-26,10,BRC,38.2,24,4
12952,2025-11-26,11,RTM,37.6,0,9
12952,2025-11-26,12,KOTA,34.7,0,8
12952,2025-11-26,13,MAS,34.8,25,10
12952,2025-11-26,14,SBC,38.5,32,6
12952,2025-11-26,15,NDLS,38.1,0,11
12952,2025-11-26,16,GZB,33.3,0,11
12952,2025-11-26,17,ALJN,40.3,0,12
12801,2025-10-10,1,GZB,0.0,0,9
12801,2025-10-10,2,ALJN,0.0,0,12
12801,2025-10-10,3,TDL,0.0,5,15
12801,2025-10-10,4,CNB,0.0,0,6
12801,2025-10-10,5,PRYJ,0.0,0,13
12801,2025-10-10,6,DDU,0.0,19,9
12801,2025-10-10,7,PNBE,3.1,0,14
12801,2025-10-10,8,HWH,7.7,0,9
12801,2025-10-10,9,BCT,9.0,17,6
12801,2025-10-10,10,BRC,16.4,13,6
12801,2025-10-10,11,RTM,12.2,25,2
12801,2025-10-10,12,KOTA,12.2,30,12
12801,2025-10-10,13,MAS,17.6,0,11
12801,2025-10-10,14,SBC,26.1,0,3
12801,2025-10-10,15,NDLS,26.4,0,2
12801,2025-10-10,16,GZB,31.5,0,15
12801,2025-10-10,17,ALJN,30.0,0,13
12925,2025-11-01,1,GZB,0.6,0,7
12925,2025-11-01,2,ALJN,3.2,0,16
12925,2025-11-01,3,TDL,1.9,0,13
12925,2025-11-01,4,CNB,0.7,0,16
12925,2025-11-01,5,PRYJ,0.0,0,9
12925,2025-11-01,6,DDU,0.0,0,10
12925,2025-11-01,7,PNBE,0.0,0,4
12925,2025-11-01,8,HWH,0.0,0,17
12925,2025-11-01,9,BCT,0.0,0,4
12925,2025-11-01,10,BRC,0.0,0,15
12925,2025-11-01,11,RTM,0.0,28,16
12925,2025-11-01,12,KOTA,0.0,0,13
12925,2025-11-01,13,MAS,0.0,0,5
12925,2025-11-01,14,SBC,1.7,23,10
12925,2025-11-01,15,NDLS,6.8,0,12
12925,2025-11-01,16,GZB,8.7,0,14
12925,2025-11-01,17,ALJN,12.1,20,16
12925,2025-11-01,18,TDL,7.0,27,15
12925,2025-11-01,19,CNB,6.2,0,8
12925,2025-11-01,20,PRYJ,8.2,34,2
12925,2025-11-01,21,DDU,1.3,0,6
12925,2025-11-01,22,PNBE,2.7,0,9
12925,2025-11-01,23,HWH,2.7,0,2
12616,2025-10-02,1,GZB,21.5,0,17
12616,2025-10-02,2,ALJN,24.7,0,11
12616,2025-10-02,3,TDL,26.3,0,17
12616,2025-10-02,4,CNB,27.7,0,16
12616,2025-10-02,5,PRYJ,20.9,0,8
12616,2025-10-02,6,DDU,24.8,32,7
12616,2025-10-02,7,PNBE,25.1,10,15
12616,2025-10-02,8,HWH,25.8,0,11
12616,2025-10-02,9,BCT,27.2,0,5
12616,2025-10-02,10,BRC,28.3,24,6
12616,2025-10-02,11,RTM,23.1,0,4
12616,2025-10-02,12,KOTA,22.2,8,9
12616,2025-10-02,13,MAS,24.7,0,7
12616,2025-10-02,14,SBC,20.2,0,8
12616,2025-10-02,15,NDLS,24.3,0,16
12616,2025-10-02,16,GZB,24.0,0,11
12616,2025-10-02,17,ALJN,29.6,0,16
12616,2025-10-02,18,TDL,30.5,24,2
12616,2025-10-02,19,CNB,32.5,10,2
12951,2025-12-14,1,GZB,0.0,5,12
12951,2025-12-14,2,ALJN,0.0,0,10
12951,2025-12-14,3,TDL,0.0,0,15
12951,2025-12-14,4,CNB,0.0,0,3
12951,2025-12-14,5,PRYJ,0.7,0,5
12951,2025-12-14,6,DDU,1.9,0,2
12951,2025-12-14,7,PNBE,3.0,0,17
12951,2025-12-14,8,HWH,5.5,0,6
12951,2025-12-14,9,BCT,9.1,16,5
12951,2025-12-14,10,BRC,14.6,34,8
12951,2025-12-14,11,RTM,17.6,0,15
12951,2025-12-14,12,KOTA,13.4,0,15
12951,2025-12-14,13,MAS,14.7,16,2
12951,2025-12-14,14,SBC,15.4,0,11
12951,2025-12-14,15,NDLS,14.7,0,3
12951,2025-12-14,16,GZB,16.8,12,7
12951,2025-12-14,17,ALJN,15.1,33,11
12951,2025-12-14,18,TDL,15.2,0,10
12807,2025-12-11,1,GZB,4.9,0,2
12807,2025-12-11,2,ALJN,7.0,20,4
12807,2025-12-11,3,TDL,7.5,0,13
12807,2025-12-11,4,CNB,15.8,0,9
12807,2025-12-11,5,PRYJ,16.7,0,14
12807,2025-12-11,6,DDU,20.6,0,12
12807,2025-12-11,7,PNBE,17.0,0,7
12807,2025-12-11,8,HWH,13.4,0,9
12807,2025-12-11,9,BCT,14.8,0,6
12807,2025-12-11,10,BRC,17.8,0,5
12807,2025-12-11,11,RTM,20.3,9,15
12807,2025-12-11,12,KOTA,22.3,0,7
12807,2025-12-11,13,MAS,23.8,0,15
12807,2025-12-11,14,SBC,16.2,0,10
12807,2025-12-11,15,NDLS,12.1,0,14
12807,2025-12-11,16,GZB,11.5,0,16
12807,2025-12-11,17,ALJN,10.8,0,5
12807,2025-12-11,18,TDL,21.7,32,2
12807,2025-12-11,19,CNB,22.7,0,6
12807,2025-12-11,20,PRYJ,29.8,0,8
12807,2025-12-11,21,DDU,29.0,32,13
12807,2025-12-11,22,PNBE,27.9,22,3
12801,2025-11-05,1,GZB,7.4,0,11
12801,2025-11-05,2,ALJN,5.8,0,12
12801,2025-11-05,3,TDL,1.5,19,9
12801,2025-11-05,4,CNB,8.5,0,9
12801,2025-11-05,5,PRYJ,8.0,0,13
12801,2025-11-05,6,DDU,10.1,0,17
12801,2025-11-05,7,PNBE,15.4,0,3
12801,2025-11-05,8,HWH,16.2,0,7
12801,2025-11-05,9,BCT,19.4,0,5
12801,2025-11-05,10,BRC,20.6,14,15
12801,2025-11-05,11,RTM,23.5,0,7
12801,2025-11-05,12,KOTA,29.5,0,4
12801,2025-11-05,13,MAS,33.3,0,12
12801,2025-11-05,14,SBC,22.1,0,14
12801,2025-11-05,15,NDLS,34.5,0,3
12801,2025-11-05,16,GZB,43.0,0,13
12001,2025-11-18,1,GZB,2.5,21,3
12001,2025-11-18,2,ALJN,5.8,0,11
12001,2025-11-18,3,TDL,6.5,0,5
12001,2025-11-18,4,CNB,13.3,0,6
12001,2025-11-18,5,PRYJ,26.4,0,13
12001,2025-11-18,6,DDU,32.1,0,6
12001,2025-11-18,7,PNBE,37.6,0,2
12001,2025-11-18,8,HWH,38.7,0,3
12001,2025-11-18,9,BCT,43.5,0,14
12001,2025-11-18,10,BRC,34.5,6,16
12001,2025-11-18,11,RTM,34.2,33,14
12001,2025-11-18,12,KOTA,32.2,18,2
12001,2025-11-18,13,MAS,36.0,0,8
12001,2025-11-18,14,SBC,38.4,7,12
12001,2025-11-18,15,NDLS,39.7,0,2
12302,2025-10-29,1,GZB,0.0,0,12
12302,2025-10-29,2,ALJN,0.0,0,3
12302,2025-10-29,3,TDL,0.0,0,10
12302,2025-10-29,4,CNB,0.0,0,13
12302,2025-10-29,5,PRYJ,0.0,0,12
12302,2025-10-29,6,DDU,0.0,0,12
12302,2025-10-29,7,PNBE,0.0,0,9
12302,2025-10-29,8,HWH,0.0,0,16
12302,2025-10-29,9,BCT,0.0,25,8
12302,2025-10-29,10,BRC,0.0,0,5
12302,2025-10-29,11,RTM,0.0,0,13
12302,2025-10-29,12,KOTA,0.0,0,14
12302,2025-10-29,13,MAS,2.8,21,15
12302,2025-10-29,14,SBC,2.2,29,7
12302,2025-10-29,15,NDLS,0.4,0,12
12302,2025-10-29,16,GZB,0.0,0,17
12302,2025-10-29,17,ALJN,3.1,0,10
12302,2025-10-29,18,TDL,4.5,0,2
12302,2025-10-29,19,CNB,7.1,0,4
12302,2025-10-29,20,PRYJ,16.3,0,9
12302,2025-10-29,21,DDU,15.0,0,7
12302,2025-10-29,22,PNBE,16.3,26,10
12302,2025-10-29,23,HWH,14.3,0,10
12302,2025-10-29,24,BCT,11.4,0,10
12626,2025-10-04,1,GZB,0.0,0,8
12626,2025-10-04,2,ALJN,0.0,0,4
12626,2025-10-04,3,TDL,0.4,10,12
12626,2025-10-04,4,CNB,2.3,0,4
12626,2025-10-04,5,PRYJ,1.4,14,12
12626,2025-10-04,6,DDU,2.2,0,2
12626,2025-10-04,7,PNBE,4.5,11,3
12626,2025-10-04,8,HWH,7.2,0,12
12626,2025-10-04,9,BCT,8.1,0,6
12626,2025-10-04,10,BRC,5.7,19,3
12616,2025-10-15,1,GZB,9.8,11,6
12616,2025-10-15,2,ALJN,14.6,0,4
12616,2025-10-15,3,TDL,19.0,0,8
12616,2025-10-15,4,CNB,21.6,0,3
12616,2025-10-15,5,PRYJ,23.9,0,13
12616,2025-10-15,6,DDU,21.5,22,15
12616,2025-10-15,7,PNBE,26.7,0,14
12616,2025-10-15,8,HWH,29.4,10,15
12616,2025-10-15,9,BCT,38.0,25,8
12616,2025-10-15,10,BRC,36.3,0,12
12616,2025-10-15,11,RTM,29.9,0,5
12616,2025-10-15,12,KOTA,34.7,6,16
12616,2025-10-15,13,MAS,39.4,0,11
12616,2025-10-15,14,SBC,38.2,0,12
12616,2025-10-15,15,NDLS,40.8,12,9
12301,2025-12-24,1,GZB,0.0,0,9
12301,2025-12-24,2,ALJN,0.0,27,11
12301,2025-12-24,3,TDL,0.0,0,16
12301,2025-12-24,4,CNB,0.0,26,3
12301,2025-12-24,5,PRYJ,0.0,0,6
12301,2025-12-24,6,DDU,0.1,15,9
12301,2025-12-24,7,PNBE,0.3,12,8
12301,2025-12-24,8,HWH,8.9,0,8
12301,2025-12-24,9,BCT,13.4,26,7
12301,2025-12-24,10,BRC,17.8,0,7
12301,2025-12-24,11,RTM,20.5,0,7
12301,2025-12-24,12,KOTA,14.1,0,15
12301,2025-12-24,13,MAS,22.5,0,14
12301,2025-12-24,14,SBC,32.6,0,15
12301,2025-12-24,15,NDLS,39.4,0,16
12301,2025-12-24,16,GZB,42.4,17,6
12301,2025-12-24,17,ALJN,49.3,0,12
12301,2025-12-24,18,TDL,46.9,0,3
12301,2025-12-24,19,CNB,46.7,0,2
12301,2025-12-24,20,PRYJ,46.8,0,8
12301,2025-12-24,21,DDU,44.3,0,4
12301,2025-12-24,22,PNBE,48.6,0,4
12301,2025-12-24,23,HWH,58.8,0,4
12301,2025-12-24,24,BCT,52.9,0,7
12004,2025-11-22,1,GZB,0.0,0,7
12004,2025-11-22,2,ALJN,5.3,0,14
12004,2025-11-22,3,TDL,11.4,12,3
12004,2025-11-22,4,CNB,14.2,0,15
12004,2025-11-22,5,PRYJ,19.5,0,4
12004,2025-11-22,6,DDU,18.2,0,2
12004,2025-11-22,7,PNBE,23.5,0,13
12004,2025-11-22,8,HWH,15.4,6,9
12004,2025-11-22,9,BCT,14.3,34,17
12004,2025-11-22,10,BRC,14.8,24,17
12004,2025-11-22,11,RTM,9.6,0,13
12004,2025-11-22,12,KOTA,9.7,0,8
12004,2025-11-22,13,MAS,15.1,0,3
12004,2025-11-22,14,SBC,19.8,32,3
12004,2025-11-22,15,NDLS,27.1,0,11
12004,2025-11-22,16,GZB,31.1,11,7
12004,2025-11-22,17,ALJN,35.6,0,6
12004,2025-11-22,18,TDL,34.6,0,4
12004,2025-11-22,19,CNB,34.8,0,10
12004,2025-11-22,20,PRYJ,34.7,0,9
12004,2025-11-07,1,GZB,0.0,0,16
12004,2025-11-07,2,ALJN,0.0,32,12
12004,2025-11-07,3,TDL,0.0,0,8
12004,2025-11-07,4,CNB,0.0,30,3
12004,2025-11-07,5,PRYJ,5.7,34,4
12004,2025-11-07,6,DDU,12.4,14,12
12004,2025-11-07,7,PNBE,18.3,0,14
12004,2025-11-07,8,HWH,16.6,0,6
12004,2025-11-07,9,BCT,20.7,25,9
12004,2025-11-07,10,BRC,17.5,0,4
12004,2025-11-07,11,RTM,22.2,0,12
12004,2025-11-07,12,KOTA,24.8,0,10
12004,2025-11-07,13,MAS,20.1,22,11
12004,2025-11-07,14,SBC,17.8,0,13
12004,2025-11-07,15,NDLS,14.5,31,4
12004,2025-11-07,16,GZB,20.0,0,9
12004,2025-11-07,17,ALJN,26.2,0,3
12004,2025-11-07,18,TDL,29.1,0,4
12004,2025-11-07,19,CNB,29.8,0,5
12004,2025-11-07,20,PRYJ,30.5,8,15
12004,2025-11-07,21,DDU,31.1,0,9
12004,2025-11-07,22,PNBE,26.1,0,6
12953,2025-10-23,1,GZB,23.9,0,5
12953,2025-10-23,2,ALJN,26.6,0,10
12953,2025-10-23,3,TDL,33.8,0,3
12953,2025-10-23,4,CNB,32.5,0,17
12953,2025-10-23,5,PRYJ,36.5,0,10
12953,2025-10-23,6,DDU,43.3,0,6
12953,2025-10-23,7,PNBE,40.2,0,3
12953,2025-10-23,8,HWH,41.1,0,8
12953,2025-10-23,9,BCT,39.4,0,8
12953,2025-10-23,10,BRC,40.8,0,10
12953,2025-10-23,11,RTM,38.8,0,3
12953,2025-10-23,12,KOTA,41.9,0,13
12953,2025-10-23,13,MAS,41.0,0,2
12953,2025-10-23,14,SBC,37.4,0,7
12953,2025-10-23,15,NDLS,36.7,33,16
12953,2025-10-23,16,GZB,35.1,0,7
12295,2025-11-08,1,GZB,0.7,0,17
12295,2025-11-08,2,ALJN,1.0,0,15
12295,2025-11-08,3,TDL,4.8,0,8
12295,2025-11-08,4,CNB,10.7,0,7
12295,2025-11-08,5,PRYJ,7.2,0,3
12295,2025-11-08,6,DDU,3.9,0,16
12295,2025-11-08,7,PNBE,0.0,0,13
12295,2025-11-08,8,HWH,0.0,0,16
12295,2025-11-08,9,BCT,0.0,15,16
12295,2025-11-08,10,BRC,0.8,0,13
12295,2025-11-08,11,RTM,8.7,0,9
12295,2025-11-08,12,KOTA,10.7,0,14
12295,2025-11-08,13,MAS,17.2,0,9
12295,2025-11-08,14,SBC,20.5,0,3
12801,2025-10-14,1,GZB,0.0,0,14
12801,2025-10-14,2,ALJN,0.0,0,8
12801,2025-10-14,3,TDL,0.0,0,11
12801,2025-10-14,4,CNB,0.0,0,4
12801,2025-10-14,5,PRYJ,0.1,9,12
12801,2025-10-14,6,DDU,0.0,0,13
12801,2025-10-14,7,PNBE,0.0,29,5
12801,2025-10-14,8,HWH,0.0,0,9
12801,2025-10-14,9,BCT,0.2,0,11
12801,2025-10-14,10,BRC,1.8,0,3
12801,2025-10-14,11,RTM,3.5,0,4
12801,2025-10-14,12,KOTA,2.9,0,13
12801,2025-10-14,13,MAS,0.7,6,16
12801,2025-10-14,14,SBC,0.0,0,5
12431,2025-10-23,1,GZB,0.0,0,4
12431,2025-10-23,2,ALJN,0.0,0,3
12431,2025-10-23,3,TDL,1.5,0,16
12431,2025-10-23,4,CNB,5.1,0,10
12431,2025-10-23,5,PRYJ,9.1,27,8
12431,2025-10-23,6,DDU,7.9,17,16
12431,2025-10-23,7,PNBE,12.4,0,7
12431,2025-10-23,8,HWH,18.7,28,3
12431,2025-10-23,9,BCT,16.9,0,8
12431,2025-10-23,10,BRC,22.4,0,12
12431,2025-10-23,11,RTM,20.7,9,15
12431,2025-10-23,12,KOTA,20.4,0,12
12295,2025-11-29,1,GZB,0.0,0,7
12295,2025-11-29,2,ALJN,0.0,0,3
12295,2025-11-29,3,TDL,0.0,0,16
12295,2025-11-29,4,CNB,0.0,0,11
12295,2025-11-29,5,PRYJ,0.0,0,3
12295,2025-11-29,6,DDU,0.0,0,8
12295,2025-11-29,7,PNBE,0.0,0,9
12295,2025-11-29,8,HWH,0.0,0,8
12295,2025-11-29,9,BCT,0.0,22,5
12295,2025-11-29,10,BRC,0.0,0,2
12295,2025-11-29,11,RTM,0.0,0,3
12295,2025-11-29,12,KOTA,0.0,0,2
12295,2025-11-29,13,MAS,0.0,0,12
12295,2025-11-29,14,SBC,0.0,0,4
12295,2025-11-29,15,NDLS,0.0,0,8
22416,2025-11-19,1,GZB,34.0,0,9
22416,2025-11-19,2,ALJN,39.6,0,3
22416,2025-11-19,3,TDL,42.9,0,14
22416,2025-11-19,4,CNB,33.0,0,13
22416,2025-11-19,5,PRYJ,37.5,0,10
22416,2025-11-19,6,DDU,40.3,0,16
22416,2025-11-19,7,PNBE,42.7,0,7
22416,2025-11-19,8,HWH,39.4,0,10
22416,2025-11-19,9,BCT,41.7,0,14
22416,2025-11-19,10,BRC,50.3,0,16
22416,2025-11-19,11,RTM,55.4,0,10
22416,2025-11-19,12,KOTA,60.1,13,17
22416,2025-11-19,13,MAS,58.0,0,3
22416,2025-11-19,14,SBC,57.2,0,11
22416,2025-11-19,15,NDLS,53.1,24,13
12626,2025-10-06,1,GZB,0.0,0,14
12626,2025-10-06,2,ALJN,0.0,0,12
12626,2025-10-06,3,TDL,0.0,0,13
12626,2025-10-06,4,CNB,0.0,18,13
12626,2025-10-06,5,PRYJ,0.0,0,14
12626,2025-10-06,6,DDU,0.0,20,16
12626,2025-10-06,7,PNBE,0.0,0,15
12626,2025-10-06,8,HWH,0.1,29,2
12626,2025-10-06,9,BCT,3.4,0,3
12626,2025-10-06,10,BRC,13.3,0,9
12626,2025-10-06,11,RTM,14.4,0,16
12002,2025-11-18,1,GZB,0.0,0,12
12002,2025-11-18,2,ALJN,0.0,0,17
12002,2025-11-18,3,TDL,0.0,0,16
12002,2025-11-18,4,CNB,0.0,0,14
12002,2025-11-18,5,PRYJ,0.0,0,10
12002,2025-11-18,6,DDU,0.0,0,6
12002,2025-11-18,7,PNBE,0.0,0,16
12002,2025-11-18,8,HWH,0.0,0,3
